realm,rlm_code,country,status,kelp_area,pct_area,pct_country,pct_realm
Arctic,1,USA,Outside MPA,2550971.362502248,0.0013439796151440977,0.22954464900168134,0.0013439796151440977
"Southern
Ocean",12,AUS,Full,792331.174846014,4.1743978905026943e-4,0.004479451528565124,0.12822922483885763
"Southern
Ocean",12,FRA,Outside MPA,180237.4808194422,9.495814169730498e-5,0.12127452821684903,0.12822922483885763
"Southern
Ocean",12,FRA,Partial,550.8758570397441,2.9022902146977667e-7,0.12127452821684903,0.12822922483885763
"Southern
Ocean",12,FRA,Full,230007114.04613125,0.12117927984613025,0.12127452821684903,0.12822922483885763
"Southern
Ocean",12,GBR,Full,8121852.445066698,0.0042789990839688504,0.28303746429768123,0.12822922483885763
"Southern
Ocean",12,NZL,Full,1450890.7115596759,7.644019720493436e-4,0.004218057403320126,0.12822922483885763
"Southern
Ocean",12,ZAF,Outside MPA,3850.7418139465153,2.0287638572510873e-6,0.022538439664058642,0.12822922483885763
"Southern
Ocean",12,ZAF,Full,2831596.510318867,0.001491827013082891,0.022538439664058642,0.12822922483885763
"Temperate
Australasia",11,AUS,Outside MPA,7300175.782122456,0.0038460986204554284,0.004479451528565124,0.0075156671707856375
"Temperate
Australasia",11,AUS,None,106373.7384592627,5.60430188191863e-5,0.004479451528565124,0.0075156671707856375
"Temperate
Australasia",11,AUS,Partial,226254.17717877208,1.1920204453851552e-4,0.004479451528565124,0.0075156671707856375
"Temperate
Australasia",11,AUS,Full,77190.93674841308,4.066805570172416e-5,0.004479451528565124,0.0075156671707856375
"Temperate
Australasia",11,NZL,Outside MPA,5460664.346874733,0.0028769517663832,0.004218057403320126,0.0075156671707856375
"Temperate
Australasia",11,NZL,Partial,945122.586851592,4.979379655970863e-4,0.004218057403320126,0.0075156671707856375
"Temperate
Australasia",11,NZL,Full,149503.0437764324,7.876569929049673e-5,0.004218057403320126,0.0075156671707856375
"Temperate
Northern
Pacific",3,CAN,Outside MPA,18695554.876258284,0.009849755672228495,0.01747560631131506,0.33605554272079585
"Temperate
Northern
Pacific",3,CAN,None,12621256.143955871,0.006649510545014573,0.01747560631131506,0.33605554272079585
"Temperate
Northern
Pacific",3,CAN,Partial,362901.0703009738,1.9119447907877253e-4,0.01747560631131506,0.33605554272079585
"Temperate
Northern
Pacific",3,CAN,Full,1490263.659264783,7.851456149932192e-4,0.01747560631131506,0.33605554272079585
"Temperate
Northern
Pacific",3,MEX,Outside MPA,130460766.85185681,0.06873327305915919,0.09037926702294355,0.33605554272079585
"Temperate
Northern
Pacific",3,MEX,None,38818605.06813758,0.020451587448920366,0.09037926702294355,0.33605554272079585
"Temperate
Northern
Pacific",3,MEX,Partial,49540.23584526741,2.610028010669667e-5,0.09037926702294355,0.33605554272079585
"Temperate
Northern
Pacific",3,MEX,Full,2217530.4698941913,0.0011683062347573017,0.09037926702294355,0.33605554272079585
"Temperate
Northern
Pacific",3,USA,Outside MPA,253620738.15080044,0.13362012097153614,0.22954464900168134,0.33605554272079585
"Temperate
Northern
Pacific",3,USA,None,112706080.50614153,0.05937921410237325,0.22954464900168134,0.33605554272079585
"Temperate
Northern
Pacific",3,USA,Partial,30911577.20223836,0.01628576872419702,0.22954464900168134,0.33605554272079585
"Temperate
Northern
Pacific",3,USA,Full,35903123.51310962,0.018915565588430844,0.22954464900168134,0.33605554272079585
"Temperate
South
America",9,ARG,Outside MPA,42996897.61150276,0.022652921453267288,0.02398916666292,0.5056675216841945
"Temperate
South
America",9,ARG,Partial,2536290.896599204,0.0013362452096527104,0.02398916666292,0.5056675216841945
"Temperate
South
America",9,CHL,Outside MPA,237244133.64324048,0.12499210462177669,0.2028222359939751,0.5056675216841945
"Temperate
South
America",9,CHL,None,144580844.65795207,0.07617243800416508,0.2028222359939751,0.5056675216841945
"Temperate
South
America",9,CHL,Partial,774715.544490348,4.0815899176107294e-4,0.2028222359939751,0.5056675216841945
"Temperate
South
America",9,CHL,Full,2371707.4086654508,0.001249534376272242,0.2028222359939751,0.5056675216841945
"Temperate
South
America",9,GBR,Outside MPA,529103904.4063304,0.2787584652137124,0.28303746429768123,0.5056675216841945
"Temperate
South
America",9,PER,Outside MPA,88178.59362617647,4.645690424741176e-5,9.76538135870541e-5,0.5056675216841945
"Temperate
South
America",9,PER,Partial,97175.46910862092,5.1196909339642345e-5,9.76538135870541e-5,0.5056675216841945
"Temperate
Southern
Africa",10,"NAM",Outside MPA,5209.872099526823,2.744821836182358e-6,1.4348008310367675e-4,0.021188063970222177
"Temperate
Southern
Africa",10,"NAM",None,267125.79353307956,1.407352612674944e-4,1.4348008310367675e-4,0.021188063970222177
"Temperate
Southern
Africa",10,ZAF,Outside MPA,30778063.900134627,0.016215427222518234,0.022538439664058642,0.021188063970222177
"Temperate
Southern
Africa",10,ZAF,Partial,5586364.733495441,0.002943177032459198,0.022538439664058642,0.021188063970222177
"Temperate
Southern
Africa",10,ZAF,Full,3579726.937553706,0.0018859796321410683,0.022538439664058642,0.021188063970222177
